Feature Set,Model,R2 Score,MSE
"L,a,b,V,G",LightGBM,0.6507379284166658,90.95884927430767
"L,a,b,V,B",Linear Regression,0.6240977885452408,97.89678117234156
"L,a,b,V,B",Ridge Regression,0.6668518610808507,86.76227343149323
"L,a,b,V,B",Lasso Regression,0.6801246355482433,83.30562471278637
"L,a,b,V,B",Random Forest,0.6161556856724286,99.96515502941185
"L,a,b,V,B",XGBoost,0.5919902580865362,106.25859386595589
"L,a,b,V,B",LightGBM,0.5915022959856132,106.38567457354094
"L,a,b,R,G",Linear Regression,0.6557848100783943,89.64448225388271
"L,a,b,R,G",Ridge Regression,0.6672558419393677,86.65706408582061
"L,a,b,R,G",Lasso Regression,0.6799006332976871,83.36396195751801
"L,a,b,R,G",Random Forest,0.616612609573788,99.8461576470589
"L,a,b,R,G",XGBoost,0.5889757187262801,107.04367490856082
"L,a,b,R,G",LightGBM,0.6405804034993952,93.60418884342143
"L,a,b,R,B",Linear Regression,0.6470107335259238,91.92952827402287
"L,a,b,R,B",Ridge Regression,0.6674969893624981,86.59426169787744
"L,a,b,R,B",Lasso Regression,0.6814490064507848,82.96071679661486
"L,a,b,R,B",Random Forest,0.595098087525768,105.44921714705873
"L,a,b,R,B",XGBoost,0.5761094531129398,110.39445591189626
"L,a,b,R,B",LightGBM,0.5950889515134441,105.45159645255897
"L,a,b,G,B",Linear Regression,0.6708334275057722,85.72534806860376
"L,a,b,G,B",Ridge Regression,0.6673083760680684,86.64338254326839
"L,a,b,G,B",Lasso Regression,0.6815324674335345,82.93898092671122
"L,a,b,G,B",Random Forest,0.6087588125912036,101.89153386764707
"L,a,b,G,B",XGBoost,0.5875959369566327,107.40301356061612
"L,a,b,G,B",LightGBM,0.604783105409098,102.92693329907272
"L,a,H,S,V",Linear Regression,0.6509076245639966,90.91465505013234
"L,a,H,S,V",Ridge Regression,0.6472164728629741,91.87594726746319
"L,a,H,S,V",Lasso Regression,0.6645269356467893,87.36775727682495
"L,a,H,S,V",Random Forest,0.6380731269073974,94.25716267647078
"L,a,H,S,V",XGBoost,0.6208523136641588,98.74200510173537
"L,a,H,S,V",LightGBM,0.6165418242740488,99.86459236967458
"L,a,H,S,R",Linear Regression,0.6526856246010727,90.45160781271271
"L,a,H,S,R",Ridge Regression,0.6486346753906693,91.50660263930966
"L,a,H,S,R",Lasso Regression,0.6689660623898943,86.21166878858698
"L,a,H,S,R",Random Forest,0.6192624732951899,99.15604963235297
"L,a,H,S,R",XGBoost,0.6139229473197689,100.54663045377687
"L,a,H,S,R",LightGBM,0.5980100077967745,104.6908613489941
"L,a,H,S,G",Linear Regression,0.6667260419736634,86.79504069177605
"L,a,H,S,G",Ridge Regression,0.6476279720660024,91.76877990796413
"L,a,H,S,G",Lasso Regression,0.6654956562445921,87.11547190714538
"L,a,H,S,G",Random Forest,0.6446463483054643,92.54528869117672
"L,a,H,S,G",XGBoost,0.6071467166600875,102.31137444795789
"L,a,H,S,G",LightGBM,0.5875187338432164,107.42311968414937
"L,a,H,S,B",Linear Regression,0.6404825041939018,93.62968490754331
"L,a,H,S,B",Ridge Regression,0.6452360194833753,92.39171973492031
"L,a,H,S,B",Lasso Regression,0.658347463940412,88.97708643468947
"L,a,H,S,B",Random Forest,0.6238522960765867,97.9607151470588
"L,a,H,S,B",XGBoost,0.6270094043920726,97.13850465592496
"L,a,H,S,B",LightGBM,0.5800355107559106,109.37198678500164
"L,a,H,V,R",Linear Regression,0.6430240814418277,92.96777810281907
"L,a,H,V,R",Ridge Regression,0.6118049556512837,101.09822222572232
"L,a,H,V,R",Lasso Regression,0.6233349684903857,98.09544355236592
"L,a,H,V,R",Random Forest,0.6077549882140558,102.1529613676471
"L,a,H,V,R",XGBoost,0.6103440659600704,101.47868393640012
"L,a,H,V,R",LightGBM,0.5938495821473602,105.77436729009584
"L,a,H,V,G",Linear Regression,0.5845887367591893,108.18618325395528
"L,a,H,V,G",Ridge Regression,0.6029250876621555,103.41081966963387
"L,a,H,V,G",Lasso Regression,0.6208555265845248,98.74116835602757
"L,a,H,V,G",Random Forest,0.6187255648333381,99.29587751470586
"L,a,H,V,G",XGBoost,0.6110685912365684,101.28999472339267
"L,a,H,V,G",LightGBM,0.5991935381921559,104.38263273900782
"L,a,H,V,B",Linear Regression,0.641506589846726,93.36298073289036
"L,a,H,V,B",Ridge Regression,0.637720800193328,94.3489196552205
"L,a,H,V,B",Lasso Regression,0.6489773227333389,91.41736647388574
"L,a,H,V,B",Random Forest,0.6388440233296263,94.0563969558824
"L,a,H,V,B",XGBoost,0.5925248682040658,106.11936454488918
"L,a,H,V,B",LightGBM,0.5743872387495916,110.84297480197695
"L,a,H,R,G",Linear Regression,0.6720033507385914,85.4206631925332
"L,a,H,R,G",Ridge Regression,0.61478805286633,100.3213297085248
"L,a,H,R,G",Lasso Regression,0.623753623209737,97.98641267093406
"L,a,H,R,G",Random Forest,0.6160247389158515,99.99925769117658
"L,a,H,R,G",XGBoost,0.5769898687282392,110.16516794229877
"L,a,H,R,G",LightGBM,0.5631117447220552,113.7794687564868
"L,a,H,R,B",Linear Regression,0.64967464885181,91.23576077871958
"L,a,H,R,B",Ridge Regression,0.6400382179382743,93.74539104871424
"L,a,H,R,B",Lasso Regression,0.6521610188413356,90.58823168375612
"L,a,H,R,B",Random Forest,0.6317488759568093,95.90419691176474
"L,a,H,R,B",XGBoost,0.6077514355635674,102.15388658978428
"L,a,H,R,B",LightGBM,0.5804317200445314,109.26880140102519
"L,a,H,G,B",Linear Regression,0.6757776504007273,84.43771662599661
"L,a,H,G,B",Ridge Regression,0.6388095803756879,94.06536698644324
"L,a,H,G,B",Lasso Regression,0.6497501777812762,91.21609066544326
"L,a,H,G,B",Random Forest,0.6285926167635795,96.7261862647058
"L,a,H,G,B",XGBoost,0.5833739308463933,108.50255699422034
"L,a,H,G,B",LightGBM,0.5816758422336556,108.94479277859915
"L,a,S,V,R",Linear Regression,0.6302167670160911,96.30320635925167
"L,a,S,V,R",Ridge Regression,0.6508110513501656,90.93980575819796
"L,a,S,V,R",Lasso Regression,0.6481758466320315,91.62609610652312
"L,a,S,V,R",Random Forest,0.6253621781942266,97.56749426470594
"L,a,S,V,R",XGBoost,0.5556700611232406,115.71751766555694
"L,a,S,V,R",LightGBM,0.5968401966333123,104.99551703867257
"L,a,S,V,G",Linear Regression,0.6618874625657758,88.05515924134723
"L,a,S,V,G",Ridge Regression,0.6505862352864027,90.9983549455333
"L,a,S,V,G",Lasso Regression,0.6478162705931817,91.71974103788406
"L,a,S,V,G",Random Forest,0.6318752473883195,95.87128580882361
"L,a,S,V,G",XGBoost,0.5535478752631944,116.2702017371509
"L,a,S,V,G",LightGBM,0.6117138786598597,101.121941544278
"L,a,S,V,B",Linear Regression,0.6286739996438728,96.70499159816627
"L,a,S,V,B",Ridge Regression,0.6512468084562109,90.82632087634606
"L,a,S,V,B",Lasso Regression,0.646282978900487,92.11905851125617
"L,a,S,V,B",Random Forest,0.6296505937996448,96.45065570588247
"L,a,S,V,B",XGBoost,0.5413363478545159,119.45046828009279
"L,a,S,V,B",LightGBM,0.5582292473135646,115.05102493734492
"L,a,S,R,G",Linear Regression,0.6115615557126581,101.16161123968097
"L,a,S,R,G",Ridge Regression,0.6501287813736432,91.11749035955634
"L,a,S,R,G",Lasso Regression,0.6484451320001898,91.55596571102086
"L,a,S,R,G",Random Forest,0.6214432395409497,98.58810938235297
"L,a,S,R,G",XGBoost,0.5491614635143816,117.41256157973723
"L,a,S,R,G",LightGBM,0.6034518845733471,103.27362515370483
"L,a,S,R,B",Linear Regression,0.603206283440782,103.33758742792864
"L,a,S,R,B",Ridge Regression,0.6494441231454966,91.29579693689548
"L,a,S,R,B",Lasso Regression,0.6465060159427678,92.06097263717474
"L,a,S,R,B",Random Forest,0.6132799292656514,100.71409261764707
"L,a,S,R,B",XGBoost,0.5782601126250193,109.83435640406033
"L,a,S,R,B",LightGBM,0.5564560815394162,115.51281318036243
"L,a,S,G,B",Linear Regression,0.6307411928958195,96.16662933463081
"L,a,S,G,B",Ridge Regression,0.64991779248242,91.17243851544491
"L,a,S,G,B",Lasso Regression,0.6465056460774822,92.0610689617502
"L,a,S,G,B",Random Forest,0.6216307860263622,98.53926636764704
"L,a,S,G,B",XGBoost,0.5594533134103103,114.73223955337535
"L,a,S,G,B",LightGBM,0.5546010637727261,115.99591826153143
"L,a,V,R,G",Linear Regression,0.614964045191264,100.27549576129846
"L,a,V,R,G",Ridge Regression,0.6509358164475165,90.9073129952902
"L,a,V,R,G",Lasso Regression,0.6439658030260998,92.72252412704707
"L,a,V,R,G",Random Forest,0.5884004881637295,107.19348307352939
"L,a,V,R,G",XGBoost,0.5012676977688665,129.88560739280337
"L,a,V,R,G",LightGBM,0.606220053397933,102.55270676213745
"L,a,V,R,B",Linear Regression,0.6366244895394124,94.63443349608863
"L,a,V,R,B",Ridge Regression,0.668889068812256,86.23172034240085
"L,a,V,R,B",Lasso Regression,0.6694344553262754,86.08968450810586
"L,a,V,R,B",Random Forest,0.6132338281759897,100.72609879411772
"L,a,V,R,B",XGBoost,0.5450043993454257,118.49519208540173
"L,a,V,R,B",LightGBM,0.5675080390179825,112.6345351872162
"L,a,V,G,B",Linear Regression,0.6321045279741766,95.81157391925039
"L,a,V,G,B",Ridge Regression,0.667782070534096,86.5200175774072
"L,a,V,G,B",Lasso Regression,0.6694344934190316,86.08967458755178
"L,a,V,G,B",Random Forest,0.603486022850467,103.26473447058837
"L,a,V,G,B",XGBoost,0.5528459940009361,116.4529937352994
"L,a,V,G,B",LightGBM,0.5926269411232667,106.09278154024027
"L,a,R,G,B",Linear Regression,0.6675929098162359,86.56928098910969
"L,a,R,G,B",Ridge Regression,0.6693798536115787,86.10390451520456
"L,a,R,G,B",Lasso Regression,0.6700526796918338,85.92867940202719
"L,a,R,G,B",Random Forest,0.6076717012159354,102.17465192647072
"L,a,R,G,B",XGBoost,0.570640237231679,111.81881207154747
"L,a,R,G,B",LightGBM,0.5936102095266829,105.83670746355321
"L,b,H,S,V",Linear Regression,0.6184300602494504,99.37283622019558
"L,b,H,S,V",Ridge Regression,0.6335833588743717,95.42643975239613
"L,b,H,S,V",Lasso Regression,0.6472023144126078,91.8796345740951
"L,b,H,S,V",Random Forest,0.6597869440981592,88.60220044117658
"L,b,H,S,V",XGBoost,0.6128630101048853,100.82267150493303
"L,b,H,S,V",LightGBM,0.6157998075935163,100.0578368954761
"L,b,H,S,R",Linear Regression,0.6554260253271131,89.73792110902596
"L,b,H,S,R",Ridge Regression,0.6476811868819627,91.75492109299992
"L,b,H,S,R",Lasso Regression,0.6588299546814258,88.8514306416365
"L,b,H,S,R",Random Forest,0.6315513995150993,95.9556260000001
"L,b,H,S,R",XGBoost,0.5977733780669316,104.7524871872451
"L,b,H,S,R",LightGBM,0.6074794548983166,102.22471892558276
"L,b,H,S,G",Linear Regression,0.605201527492756,102.81796300330609
"L,b,H,S,G",Ridge Regression,0.6302896919739827,96.28421440222891
"L,b,H,S,G",Lasso Regression,0.6456076961960904,92.29492340677233
"L,b,H,S,G",Random Forest,0.6577786948698583,89.12521182352955
"L,b,H,S,G",XGBoost,0.6028602001412677,103.4277184247877
"L,b,H,S,G",LightGBM,0.6138259375495665,100.57189485487827
"L,b,H,S,B",Linear Regression,0.6206183641912969,98.80293291660914
"L,b,H,S,B",Ridge Regression,0.6231965467310341,98.13149294040302
"L,b,H,S,B",Lasso Regression,0.6334958286551271,95.44923537971151
"L,b,H,S,B",Random Forest,0.622785632382761,98.23850798529405
"L,b,H,S,B",XGBoost,0.6487154353642932,91.4855701972957
"L,b,H,S,B",LightGBM,0.5528586954160244,116.44968588656754
"L,b,H,V,R",Linear Regression,0.6394304546223775,93.90367176781582
"L,b,H,V,R",Ridge Regression,0.6480341829303923,91.66298979849098
"L,b,H,V,R",Lasso Regression,0.6516856148399359,90.71204186649851
"L,b,H,V,R",Random Forest,0.6433124611999617,92.89267492647086
"L,b,H,V,R",XGBoost,0.6338388641551325,95.35989812588586
"L,b,H,V,R",LightGBM,0.6109678582411859,101.316228769656
"L,b,H,V,G",Linear Regression,0.6146902433799414,100.34680238092146
"L,b,H,V,G",Ridge Regression,0.6389851500729041,94.01964310479234
"L,b,H,V,G",Lasso Regression,0.6522702957625173,90.55977252998126
"L,b,H,V,G",Random Forest,0.6500254924728952,91.14439004411774
"L,b,H,V,G",XGBoost,0.6320510021372197,95.82551373388291
"L,b,H,V,G",LightGBM,0.6361003487015037,94.7709362868375
"L,b,H,V,B",Linear Regression,0.6283261947538182,96.79557095145226
"L,b,H,V,B",Ridge Regression,0.633965401407095,95.32694383807365
"L,b,H,V,B",Lasso Regression,0.6394560161460516,93.89701474156455
"L,b,H,V,B",Random Forest,0.6118174219156549,101.09497561764715
"L,b,H,V,B",XGBoost,0.6001320430565262,104.13821649846253
"L,b,H,V,B",LightGBM,0.5496921019188145,117.27436661791627
"L,b,H,R,G",Linear Regression,0.6670961227954864,86.69865998390559
"L,b,H,R,G",Ridge Regression,0.6497101610723484,91.22651227744174
"L,b,H,R,G",Lasso Regression,0.6595115049575574,88.67393347293886
"L,b,H,R,G",Random Forest,0.6444096725547757,92.60692651470613
"L,b,H,R,G",XGBoost,0.6185665437492404,99.33729161602616
"L,b,H,R,G",LightGBM,0.6275727158796883,96.9918005936595
"L,b,H,R,B",Linear Regression,0.6428132639412925,93.02268162317169
"L,b,H,R,B",Ridge Regression,0.6450405954081802,92.44261432224168
"L,b,H,R,B",Lasso Regression,0.650575998474026,91.00102093405528
"L,b,H,R,B",Random Forest,0.61860196854716,99.32806588235304
"L,b,H,R,B",XGBoost,0.6316475413054714,95.93058764819807
"L,b,H,R,B",LightGBM,0.5666256584620869,112.86433488926353
"L,b,H,G,B",Linear Regression,0.6141334434373358,100.49181063167657
"L,b,H,G,B",Ridge Regression,0.6340366471890839,95.30838919136956
"L,b,H,G,B",Lasso Regression,0.6473414808509601,91.84339124818015
"L,b,H,G,B",Random Forest,0.61190086227915,101.07324511764716
"L,b,H,G,B",XGBoost,0.6109919817218132,101.30994625512928
"L,b,H,G,B",LightGBM,0.578817073544229,109.68930622992487
"L,b,S,V,R",Linear Regression,0.6002435524076499,104.10917594958312
"L,b,S,V,R",Ridge Regression,0.6404031772896415,93.65034413313658
"L,b,S,V,R",Lasso Regression,0.6381088792253237,94.24785164626725
"L,b,S,V,R",Random Forest,0.6250499033648158,97.64882047058846
"L,b,S,V,R",XGBoost,0.5848378839352761,108.12129747825664
"L,b,S,V,R",LightGBM,0.5801371759527975,109.34550996409133
"L,b,S,V,G",Linear Regression,0.5940042178670605,105.73409527585486
"L,b,S,V,G",Ridge Regression,0.6271688304912655,97.09698507591122
"L,b,S,V,G",Lasso Regression,0.636344757450436,94.70728454688569
"L,b,S,V,G",Random Forest,0.6366276239151292,94.63361720588256
"L,b,S,V,G",XGBoost,0.5584545584028514,114.99234682976407
"L,b,S,V,G",LightGBM,0.5802884645851842,109.30610963685912
"L,b,S,V,B",Linear Regression,0.6098783779252194,101.59996377528681
"L,b,S,V,B",Ridge Regression,0.629504065235343,96.48881636138765
"L,b,S,V,B",Lasso Regression,0.6343001269158355,95.23977076783507
"L,b,S,V,B",Random Forest,0.6327503653517679,95.643377514706
"L,b,S,V,B",XGBoost,0.5664247991827535,112.91664497501495
"L,b,S,V,B",LightGBM,0.5043501443243497,129.08284117669163
"L,b,S,R,G",Linear Regression,0.6339340734467425,95.33510262614602
"L,b,S,R,G",Ridge Regression,0.6388245686985756,94.06146355485605
"L,b,S,R,G",Lasso Regression,0.6393580093040281,93.92253881158756
"L,b,S,R,G",Random Forest,0.6315474576409813,95.9566525882355
"L,b,S,R,G",XGBoost,0.5852828411193167,108.0054166061849
"L,b,S,R,G",LightGBM,0.5802254203806635,109.32252833434501
"L,b,S,R,B",Linear Regression,0.6531055786936293,90.34223853355273
"L,b,S,R,B",Ridge Regression,0.6374715959053256,94.41382030466163
"L,b,S,R,B",Lasso Regression,0.636867979970491,94.57102091504366
"L,b,S,R,B",Random Forest,0.6160500057484609,99.99267741176477
"L,b,S,R,B",XGBoost,0.6051622071541569,102.82820325852718
"L,b,S,R,B",LightGBM,0.528100126798781,122.89759733854466
"L,b,S,G,B",Linear Regression,0.6128389456269756,100.82893865329277
"L,b,S,G,B",Ridge Regression,0.6273183999526484,97.05803247498234
"L,b,S,G,B",Lasso Regression,0.6361285436227515,94.76359344087528
"L,b,S,G,B",Random Forest,0.6258026497063929,97.45278160294127
"L,b,S,G,B",XGBoost,0.5750130033900823,110.6800059706992
"L,b,S,G,B",LightGBM,0.5131483042043918,126.7915230991457
"L,b,V,R,G",Linear Regression,0.6005072012582013,104.04051348088181
"L,b,V,R,G",Ridge Regression,0.6810650508920535,83.06071092319252
"L,b,V,R,G",Lasso Regression,0.6628494613218409,87.80462445107264
"L,b,V,R,G",Random Forest,0.6320997787018879,95.81281077941188
"L,b,V,R,G",XGBoost,0.5708303552440661,111.76929935018423
"L,b,V,R,G",LightGBM,0.614214666546882,100.47065757447423
"L,b,V,R,B",Linear Regression,0.6159464143900177,100.01965586584095
"L,b,V,R,B",Ridge Regression,0.6817186263502719,82.89049927861292
"L,b,V,R,B",Lasso Regression,0.6588168235124072,88.8548504118341
"L,b,V,R,B",Random Forest,0.6067809276178757,102.40663744117643
"L,b,V,R,B",XGBoost,0.5979045639762623,104.71832224256724
"L,b,V,R,B",LightGBM,0.5505833694389555,117.04225247033628
"L,b,V,G,B",Linear Regression,0.611646167586541,101.13957564145971
"L,b,V,G,B",Ridge Regression,0.6700543145010911,85.928253646181
"L,b,V,G,B",Lasso Regression,0.6623381381204587,87.93778912536472
"L,b,V,G,B",Random Forest,0.5870184874715224,107.55339960294118
"L,b,V,G,B",XGBoost,0.5916603773392834,106.34450520763644
"L,b,V,G,B",LightGBM,0.5684294540641679,112.3945696738551
"L,b,R,G,B",Linear Regression,0.6665526344827616,86.84020146676792
"L,b,R,G,B",Ridge Regression,0.6830162405757878,82.55255964428665
"L,b,R,G,B",Lasso Regression,0.6645556660650174,87.36027497057465
"L,b,R,G,B",Random Forest,0.5979774930798203,104.69932920588231
"L,b,R,G,B",XGBoost,0.5394864138210242,119.93224939694
"L,b,R,G,B",LightGBM,0.5430853755101601,118.9949663637664
"L,H,S,V,R",Linear Regression,0.6450579873998231,92.43808489956702
"L,H,S,V,R",Ridge Regression,0.6440017534232723,92.71316151076601
"L,H,S,V,R",Lasso Regression,0.6566700318416316,89.41394261191238
"L,H,S,V,R",Random Forest,0.6156083570610458,100.107696647059
"L,H,S,V,R",XGBoost,0.6315366490882546,95.95946747596118
"L,H,S,V,R",LightGBM,0.5636659575187082,113.63513428006307
"L,H,S,V,G",Linear Regression,0.6163020261521586,99.92704335705605
"L,H,S,V,G",Ridge Regression,0.6346554144232235,95.14724270520564
"L,H,S,V,G",Lasso Regression,0.6506500867188425,90.98172602046016
"L,H,S,V,G",Random Forest,0.6329148484177892,95.60054094117659
"L,H,S,V,G",XGBoost,0.6187888779284266,99.27938878964294
"L,H,S,V,G",LightGBM,0.5556042466770741,115.73465782126235
"L,H,S,V,B",Linear Regression,0.6228915528049082,98.2109229696367
"L,H,S,V,B",Ridge Regression,0.6313589655518344,96.00574186795143
"L,H,S,V,B",Lasso Regression,0.6428580463030171,93.01101888501121
"L,H,S,V,B",Random Forest,0.6120565239562691,101.03270591176467
"L,H,S,V,B",XGBoost,0.5929522769850507,106.00805382995276
"L,H,S,V,B",LightGBM,0.53987881139711,119.8300567030211
"L,H,S,R,G",Linear Regression,0.6720980707138442,85.39599512619203
"L,H,S,R,G",Ridge Regression,0.6441258782777769,92.68083548727056
"L,H,S,R,G",Lasso Regression,0.6605723620836996,88.39765284790303
"L,H,S,R,G",Random Forest,0.6201840711314134,98.91603651470595
"L,H,S,R,G",XGBoost,0.6084240507944139,101.9787163884371
"L,H,S,R,G",LightGBM,0.5513503630100931,116.84250317515745
"L,H,S,R,B",Linear Regression,0.6569070232426457,89.35222258309155
"L,H,S,R,B",Ridge Regression,0.6379950641178892,94.27749268674822
"L,H,S,R,B",Lasso Regression,0.6522130864870888,90.5746716280631
"L,H,S,R,B",Random Forest,0.5965296902280666,105.0763826911765
"L,H,S,R,B",XGBoost,0.5800004832596871,109.38110904879343
"L,H,S,R,B",LightGBM,0.5536220531881091,116.25088346803221
"L,H,S,G,B",Linear Regression,0.6126631528680284,100.87472062724748
"L,H,S,G,B",Ridge Regression,0.6314619498491079,95.97892151173335
"L,H,S,G,B",Lasso Regression,0.6406904140608691,93.57553862659618
"L,H,S,G,B",Random Forest,0.6075314553565113,102.21117636764714
"L,H,S,G,B",XGBoost,0.5737851386641429,110.99978063741193
"L,H,S,G,B",LightGBM,0.5349138471712374,121.12308984179333
"L,H,V,R,G",Linear Regression,0.6156335735704523,100.10112947339499
"L,H,V,R,G",Ridge Regression,0.5795143277373573,109.50771926638447
"L,H,V,R,G",Lasso Regression,0.5573076127859277,115.29104761059222
"L,H,V,R,G",Random Forest,0.5566984719722258,115.44968707352947
"L,H,V,R,G",XGBoost,0.49979037232797174,130.2703494906162
"L,H,V,R,G",LightGBM,0.5571458509832374,115.33317548139863
"L,H,V,R,B",Linear Regression,0.6488594875015141,91.44805448143879
"L,H,V,R,B",Ridge Regression,0.63971999442842,93.82826647843714
"L,H,V,R,B",Lasso Regression,0.6225484489570899,98.30027802338658
"L,H,V,R,B",Random Forest,0.5891879111732736,106.98841330882358
"L,H,V,R,B",XGBoost,0.5909820154206431,106.52117202757289
"L,H,V,R,B",LightGBM,0.5712047990566232,111.67178238204143
"L,H,V,G,B",Linear Regression,0.626000018615301,97.40138051963609
"L,H,V,G,B",Ridge Regression,0.6297712337633903,96.41923725775546
"L,H,V,G,B",Lasso Regression,0.6193721172231434,99.1274948984497
"L,H,V,G,B",Random Forest,0.5878119236347581,107.34676382352957
"L,H,V,G,B",XGBoost,0.5822199495368594,108.80309009111068
"L,H,V,G,B",LightGBM,0.5519682199070558,116.68159376948063
"L,H,R,G,B",Linear Regression,0.67849079830153,83.73112741678406
"L,H,R,G,B",Ridge Regression,0.6402697826564281,93.6850842991141
"L,H,R,G,B",Lasso Regression,0.6258103875309892,97.45076642958458
"L,H,R,G,B",Random Forest,0.5952076762904417,105.4206767794118
"L,H,R,G,B",XGBoost,0.5756757148807883,110.50741501536811
"L,H,R,G,B",LightGBM,0.5428957019998435,119.04436332278347
"L,S,V,R,G",Linear Regression,0.6095179587515067,101.6938282855346
"L,S,V,R,G",Ridge Regression,0.6396176195450084,93.8549281240819
"L,S,V,R,G",Lasso Regression,0.6380607745457432,94.26037962068918
"L,S,V,R,G",Random Forest,0.6111872306019658,101.2590972941177
"L,S,V,R,G",XGBoost,0.5593781042511314,114.75182638839236
"L,S,V,R,G",LightGBM,0.5520331711180178,116.6646784274245
"L,S,V,R,B",Linear Regression,0.6050376551821064,102.8606405168908
"L,S,V,R,B",Ridge Regression,0.6410746370901601,93.47547484225639
"L,S,V,R,B",Lasso Regression,0.6358810579637235,94.82804650517463
"L,S,V,R,B",Random Forest,0.6005816604131963,104.0211219705882
"L,S,V,R,B",XGBoost,0.5350884581375717,121.07761564387529
"L,S,V,R,B",LightGBM,0.4987070821964805,130.5524723771466
"L,S,V,G,B",Linear Regression,0.5948568121653159,105.51205285391195
"L,S,V,G,B",Ridge Regression,0.6345800500925611,95.16686995176666
"L,S,V,G,B",Lasso Regression,0.634221070716055,95.26035949345145
"L,S,V,G,B",Random Forest,0.607183327248559,102.30183989705885
"L,S,V,G,B",XGBoost,0.5415589256116582,119.3925020183343
"L,S,V,G,B",LightGBM,0.48206995248671314,134.88530521744758
"L,S,R,G,B",Linear Regression,0.6346814807783099,95.14045420494656
"L,S,R,G,B",Ridge Regression,0.6400185992771896,93.75050036627763
"L,S,R,G,B",Lasso Regression,0.6359634199688505,94.80659684367454
"L,S,R,G,B",Random Forest,0.6041302708122716,103.09695200000003
"L,S,R,G,B",XGBoost,0.5286470352122781,122.75516515366813
"L,S,R,G,B",LightGBM,0.4838835770298482,134.41298023606225
"L,V,R,G,B",Linear Regression,0.6097207361891215,101.64101865092238
"L,V,R,G,B",Ridge Regression,0.6886434138694739,81.0870663969368
"L,V,R,G,B",Lasso Regression,0.6740239425991569,84.89443739980149
"L,V,R,G,B",Random Forest,0.5714410964182739,111.61024310294117
"L,V,R,G,B",XGBoost,0.4996991515692998,130.2941062506936
"L,V,R,G,B",LightGBM,0.5245314837026516,123.82698445470966
"a,b,H,S,V",Linear Regression,0.6370277326316431,94.52941628800521
"a,b,H,S,V",Ridge Regression,0.6493482447294181,91.3207666977321
"a,b,H,S,V",Lasso Regression,0.662922547144633,87.78559059976065
"a,b,H,S,V",Random Forest,0.6405258346958775,93.618400279412
"a,b,H,S,V",XGBoost,0.6196879897643561,99.04523173504404
"a,b,H,S,V",LightGBM,0.63832751490702,94.1909120251763
"a,b,H,S,R",Linear Regression,0.6283940389528779,96.77790218413256
"a,b,H,S,R",Ridge Regression,0.6473374884505945,91.84443099504259
"a,b,H,S,R",Lasso Regression,0.6597862844812332,88.60237222620975
"a,b,H,S,R",Random Forest,0.6226485542862881,98.27420744117646
"a,b,H,S,R",XGBoost,0.5596879360221034,114.67113643191223
"a,b,H,S,R",LightGBM,0.6417051479584207,93.31126994370572
"a,b,H,S,G",Linear Regression,0.635814211310137,94.84545548021875
"a,b,H,S,G",Ridge Regression,0.6497014231515521,91.22878790736364
"a,b,H,S,G",Lasso Regression,0.6616020863296803,88.12948020591058
"a,b,H,S,G",Random Forest,0.6508154329106984,90.93866466176488
"a,b,H,S,G",XGBoost,0.5920516479274335,106.24260601688933
"a,b,H,S,G",LightGBM,0.6228173588431059,98.23024541526624
"a,b,H,S,B",Linear Regression,0.6295899611987272,96.46644634579643
"a,b,H,S,B",Ridge Regression,0.6396709740929549,93.84103291850528
"a,b,H,S,B",Lasso Regression,0.6459775826276274,92.19859332425789
"a,b,H,S,B",Random Forest,0.5935608706839864,105.84955685294109
"a,b,H,S,B",XGBoost,0.5581328623917496,115.07612660823615
"a,b,H,S,B",LightGBM,0.5653583265051849,113.1943880665976
"a,b,H,V,R",Linear Regression,0.616481337480518,99.88034503675037
"a,b,H,V,R",Ridge Regression,0.6410661191520595,93.47769318175231
"a,b,H,V,R",Lasso Regression,0.6617833301880973,88.08227859388067
"a,b,H,V,R",Random Forest,0.6405127898300866,93.62179757352955
"a,b,H,V,R",XGBoost,0.551421192208818,116.82405701986254
"a,b,H,V,R",LightGBM,0.6128531740832492,100.8252331149166
"a,b,H,V,G",Linear Regression,0.633681958165031,95.40076139007931
"a,b,H,V,G",Ridge Regression,0.641437380871594,93.38100493090569
"a,b,H,V,G",Lasso Regression,0.6623461250518783,87.93570907674149
"a,b,H,V,G",Random Forest,0.6496498662807015,91.24221494117666
"a,b,H,V,G",XGBoost,0.6044102686201013,103.02403174764036
"a,b,H,V,G",LightGBM,0.6280743089601768,96.86116994946055
"a,b,H,V,B",Linear Regression,0.6350680679102512,95.03977473377975
"a,b,H,V,B",Ridge Regression,0.6412590716090012,93.42744228170895
"a,b,H,V,B",Lasso Regression,0.6572353537069608,89.26671498393995
"a,b,H,V,B",Random Forest,0.6164670577580054,99.88406392647069
"a,b,H,V,B",XGBoost,0.5720701892084421,111.44640751661181
"a,b,H,V,B",LightGBM,0.5667162006092863,112.84075486099782
"a,b,H,R,G",Linear Regression,0.6317352593239122,95.9077431120541
"a,b,H,R,G",Ridge Regression,0.6419393922636702,93.2502653451876
"a,b,H,R,G",Lasso Regression,0.6622421337785365,87.96279168125923
"a,b,H,R,G",Random Forest,0.6531565432207755,90.3289657647061
"a,b,H,R,G",XGBoost,0.5196200198261862,125.10608441661037
