Feature Set,Model,R2 Score,MSE
"a,H,S",Lasso Regression,0.5144029961463316,126.4647617800159
"a,H,S",Random Forest,0.4815806679709461,135.01273032352952
"a,H,S",XGBoost,0.34091082783193527,171.64758943846294
"a,H,S",LightGBM,0.5371805837587078,120.53276020574212
"a,H,V",Linear Regression,0.5857609787699469,107.88089449504098
"a,H,V",Ridge Regression,0.6013836397340533,103.81226128372273
"a,H,V",Lasso Regression,0.6189967982575739,99.22523978401448
"a,H,V",Random Forest,0.5853361348655357,107.99153723529406
"a,H,V",XGBoost,0.5539443549907903,116.1669459223433
"a,H,V",LightGBM,0.5733507521265675,111.11290858004536
"a,H,R",Linear Regression,0.58137473264574,109.02321120376082
"a,H,R",Ridge Regression,0.5988529489977923,104.47133289775721
"a,H,R",Lasso Regression,0.6141938706802146,100.47607347346708
"a,H,R",Random Forest,0.5721067486752237,111.43688627941172
"a,H,R",XGBoost,0.5283645475159117,122.82873385146331
"a,H,R",LightGBM,0.5489342742533367,117.47172882242819
"a,H,G",Linear Regression,0.5893533430951856,106.9453296233202
"a,H,G",Ridge Regression,0.6047277674368406,102.94134505084088
"a,H,G",Lasso Regression,0.6220421300714989,98.4321394161523
"a,H,G",Random Forest,0.6262937526287946,97.32488292647062
"a,H,G",XGBoost,0.5072442913206869,128.32911409941659
"a,H,G",LightGBM,0.5755411843090685,110.54245101552803
"a,H,B",Linear Regression,0.5812155540634365,109.06466632257694
"a,H,B",Ridge Regression,0.5898952330266733,106.80420440929966
"a,H,B",Lasso Regression,0.6065528071811157,102.46604719136653
"a,H,B",Random Forest,0.5860754655765745,107.79899222058812
"a,H,B",XGBoost,0.5484372907425616,117.60115898941847
"a,H,B",LightGBM,0.571326051493759,111.64020442654346
"a,S,V",Linear Regression,0.6498648470183177,91.18622718269755
"a,S,V",Ridge Regression,0.6487222562136268,91.48379383319286
"a,S,V",Lasso Regression,0.648175612258262,91.6261571448382
"a,S,V",Random Forest,0.6155086605889339,100.13366075000008
"a,S,V",XGBoost,0.5453153272192541,118.41421666919766
"a,S,V",LightGBM,0.6224279939688304,98.33164829806822
"a,S,R",Linear Regression,0.6464010219519334,92.08831638092488
"a,S,R",Ridge Regression,0.6441660862387344,92.67036406721688
"a,S,R",Lasso Regression,0.643123090360034,92.94199306058098
"a,S,R",Random Forest,0.6141780894167599,100.48018341176477
"a,S,R",XGBoost,0.5468832304201847,118.0058852684142
"a,S,R",LightGBM,0.6291430976998418,96.58282368232499
"a,S,G",Linear Regression,0.6480079201836669,91.66982944532148
"a,S,G",Ridge Regression,0.646683672115101,92.01470537165505
"a,S,G",Lasso Regression,0.6462740468780075,92.12138469137287
"a,S,G",Random Forest,0.6317121661247415,95.91375730882362
"a,S,G",XGBoost,0.5552861192789487,115.81750822046241
"a,S,G",LightGBM,0.619239619502902,99.16200148002612
"a,S,B",Linear Regression,0.6266759898262758,97.22533631531095
"a,S,B",Ridge Regression,0.6284293419318585,96.7687081759499
"a,S,B",Lasso Regression,0.6183868486486932,99.38408988270281
"a,S,B",Random Forest,0.5668211878789705,112.81341286764697
"a,S,B",XGBoost,0.4596235086111803,140.73106652775252
"a,S,B",LightGBM,0.517452351097538,125.67061366042984
"a,V,R",Linear Regression,0.6156434050108981,100.09856905649771
"a,V,R",Ridge Regression,0.6427518240346077,93.03868251094696
"a,V,R",Lasso Regression,0.6426375726205551,93.06843717942006
"a,V,R",Random Forest,0.5916454312803705,106.3483976323528
"a,V,R",XGBoost,0.46591563986418394,139.0923972738551
"a,V,R",LightGBM,0.6122206937198729,100.9899509320575
"a,V,G",Linear Regression,0.5901374178360629,106.74113185328486
"a,V,G",Ridge Regression,0.6426375100077317,93.06845348577227
"a,V,G",Lasso Regression,0.6440141730371728,92.70992705194347
"a,V,G",Random Forest,0.591990562495631,106.25851458823519
"a,V,G",XGBoost,0.5132105230904498,126.7753193405947
"a,V,G",LightGBM,0.6392597587727062,93.94812634598289
"a,V,B",Linear Regression,0.6562092239254713,89.53395151411128
"a,V,B",Ridge Regression,0.6650031773239711,87.24372893691236
"a,V,B",Lasso Regression,0.6696241487494223,86.04028236316029
"a,V,B",Random Forest,0.6092616874354904,101.76056941176452
"a,V,B",XGBoost,0.5344349701457367,121.2478045094524
"a,V,B",LightGBM,0.5910703999767153,106.498153904026
"a,R,G",Linear Regression,0.6658849451477646,87.0140888096126
"a,R,G",Ridge Regression,0.6466153793271978,92.03249096564538
"a,R,G",Lasso Regression,0.6452179639914303,92.39642195398163
"a,R,G",Random Forest,0.5900103839306957,106.77421548529402
"a,R,G",XGBoost,0.4374615752052562,146.50273234636893
"a,R,G",LightGBM,0.6102274301667969,101.50905957235813
"a,R,B",Linear Regression,0.6551833772065236,89.80111432587697
"a,R,B",Ridge Regression,0.6621870426465044,87.97713914805439
"a,R,B",Lasso Regression,0.6670978183463914,86.69821840902026
"a,R,B",Random Forest,0.5910975433032272,106.49108492647053
"a,R,B",XGBoost,0.5311280807669083,122.10902270933326
"a,R,B",LightGBM,0.5825360590379642,108.7207652158821
"a,G,B",Linear Regression,0.6610176388390088,88.2816887494027
"a,G,B",Ridge Regression,0.664786899467138,87.30005450610989
"a,G,B",Lasso Regression,0.6694178231150048,86.09401606002963
"a,G,B",Random Forest,0.6206731242883091,98.7886716617646
"a,G,B",XGBoost,0.5309674550445806,122.15085470901349
"a,G,B",LightGBM,0.5876936463427185,107.37756695749262
"b,H,S",Linear Regression,0.6162933431549499,99.929304683145
"b,H,S",Ridge Regression,0.6213745761503229,98.60599149297084
"b,H,S",Lasso Regression,0.6242080481221106,97.86806610406039
"b,H,S",Random Forest,0.6847427804122432,82.10291426470594
"b,H,S",XGBoost,0.6354827298728336,94.93178369202897
"b,H,S",LightGBM,0.6682232883029131,86.40511056689489
"b,H,V",Linear Regression,0.6278227494218317,96.92668398030887
"b,H,V",Ridge Regression,0.6355721156614742,94.90850481597073
"b,H,V",Lasso Regression,0.6379361141607667,94.29284511319503
"b,H,V",Random Forest,0.6312300646092166,96.03931173529412
"b,H,V",XGBoost,0.5802143867927709,109.3254018283191
"b,H,V",LightGBM,0.6183852363380337,99.38450977920517
"b,H,R",Linear Regression,0.6036167705564045,103.23068364788263
"b,H,R",Ridge Regression,0.6080206381087454,102.08377776399593
"b,H,R",Lasso Regression,0.6065925316281027,102.45570169358716
"b,H,R",Random Forest,0.6326849555839709,95.66041227941189
"b,H,R",XGBoost,0.5664153539219726,112.9191048185583
"b,H,R",LightGBM,0.5931855989397655,105.94728944057866
"b,H,G",Linear Regression,0.6299458831392823,96.3737530567782
"b,H,G",Ridge Regression,0.6406682157883962,93.58131975625298
"b,H,G",Lasso Regression,0.6473383366646577,91.84421009337186
"b,H,G",Random Forest,0.6485525298506645,91.52799592647075
"b,H,G",XGBoost,0.5702389277197581,111.92332571438783
"b,H,G",LightGBM,0.621430829150523,98.59134143909233
"b,H,B",Linear Regression,0.5951131069461165,105.44530561671284
"b,H,B",Ridge Regression,0.599024278116784,104.4267133963037
"b,H,B",Lasso Regression,0.6056793422661605,102.69352497956618
"b,H,B",Random Forest,0.5949271378166114,105.4937378382353
"b,H,B",XGBoost,0.5012120938309377,129.9000884104134
"b,H,B",LightGBM,0.5191528223037316,125.22775737363557
"b,S,V",Linear Regression,0.6001410906791976,104.13586021241312
"b,S,V",Ridge Regression,0.6256444657004752,97.49397770272577
"b,S,V",Lasso Regression,0.6355513347849521,94.9139168110574
"b,S,V",Random Forest,0.6318569662469036,95.87604679411774
"b,S,V",XGBoost,0.5489161722117204,117.47644316449079
"b,S,V",LightGBM,0.6091344236022256,101.79371292424364
"b,S,R",Linear Regression,0.6143350675922803,100.4393013482135
"b,S,R",Ridge Regression,0.6216489275854263,98.53454173399578
"b,S,R",Lasso Regression,0.6204506071516722,98.84662213603323
"b,S,R",Random Forest,0.6302790185316844,96.28699410294142
"b,S,R",XGBoost,0.5269756703048226,123.19044124308263
"b,S,R",LightGBM,0.5882154240544595,107.24167959926396
"b,S,G",Linear Regression,0.5785558699374955,109.75733188008223
"b,S,G",Ridge Regression,0.6245289296404828,97.78449844516112
"b,S,G",Lasso Regression,0.6404509310092924,93.63790755973965
"b,S,G",Random Forest,0.6461011085017918,92.16642329411788
"b,S,G",XGBoost,0.5455789527090327,118.34556028437771
"b,S,G",LightGBM,0.5860577341718476,107.80361003712534
"b,S,B",Linear Regression,0.5844610843683073,108.21942795908203
"b,S,B",Ridge Regression,0.6148499321821881,100.30521438475425
"b,S,B",Lasso Regression,0.6236164485482081,98.02213727539998
"b,S,B",Random Forest,0.6173236484952433,99.66098070588225
"b,S,B",XGBoost,0.5216709927336048,124.57194644192032
"b,S,B",LightGBM,0.5162610662435847,125.98086177578419
"b,V,R",Linear Regression,0.619233140977895,99.16368869208713
"b,V,R",Ridge Regression,0.6663139436245398,86.90236408779842
"b,V,R",Lasso Regression,0.6554230612056142,89.73869305966872
"b,V,R",Random Forest,0.6328680484314977,95.61272913235301
"b,V,R",XGBoost,0.5845729089986076,108.19030530157004
"b,V,R",LightGBM,0.6231084007007476,98.15444894431899
"b,V,G",Linear Regression,0.6515257784583803,90.75366829696819
"b,V,G",Ridge Regression,0.659884194540013,88.57687336159323
"b,V,G",Lasso Regression,0.6552591684413283,89.78137590002483
"b,V,G",Random Forest,0.6302345543745933,96.29857397058818
"b,V,G",XGBoost,0.563927074123504,113.56713128795181
"b,V,G",LightGBM,0.6231585160782688,98.14139732079282
"b,V,B",Linear Regression,0.6686613610211944,86.29102262664793
"b,V,B",Ridge Regression,0.6609520390793744,88.29877299397005
"b,V,B",Lasso Regression,0.6495246872193844,91.27481551334593
"b,V,B",Random Forest,0.6036124333573974,103.23181319117649
"b,V,B",XGBoost,0.5523762541928208,116.57532878362233
"b,V,B",LightGBM,0.5608431277350009,114.3702881078442
"b,R,G",Linear Regression,0.6486301076491079,91.50779222314948
"b,R,G",Ridge Regression,0.6771876795854361,84.07050059391256
"b,R,G",Lasso Regression,0.6631386078225826,87.72932159078802
"b,R,G",Random Forest,0.6231636683764074,98.14005549999996
"b,R,G",XGBoost,0.5879394851717498,107.31354277961884
"b,R,G",LightGBM,0.6321321838978682,95.80437144523651
"b,R,B",Linear Regression,0.6721777331900567,85.37524850708795
"b,R,B",Ridge Regression,0.6616638519826523,88.11339448353729
"b,R,B",Lasso Regression,0.6426045188825513,93.077045414375
"b,R,B",Random Forest,0.6098243668141561,101.61402997058845
"b,R,B",XGBoost,0.5311245051471678,122.10995391338747
"b,R,B",LightGBM,0.5618192732577338,114.11606905374096
"b,G,B",Linear Regression,0.6566086273551814,89.42993427514244
"b,G,B",Ridge Regression,0.6640558827083527,87.49043430566246
"b,G,B",Lasso Regression,0.6619900632434578,88.0284387917593
"b,G,B",Random Forest,0.61423248031151,100.46601830882346
"b,G,B",XGBoost,0.5996534967176289,104.26284504490962
"b,G,B",LightGBM,0.552670327312515,116.49874287651643
"H,S,V",Linear Regression,0.6289074781433732,96.64418643959702
"H,S,V",Ridge Regression,0.6365370431048578,94.65720730323055
"H,S,V",Lasso Regression,0.6440176949130716,92.70900984447917
"H,S,V",Random Forest,0.6213400423742763,98.61498517647061
"H,S,V",XGBoost,0.5692648596800081,112.1770037264574
"H,S,V",LightGBM,0.5714321287140225,111.61257857571565
"H,S,R",Linear Regression,0.6100878117877953,101.54542059785956
"H,S,R",Ridge Regression,0.618837491531004,99.2667282756356
"H,S,R",Lasso Regression,0.6260603119516236,97.38567823491346
"H,S,R",Random Forest,0.5975906637050856,104.80007176470595
"H,S,R",XGBoost,0.551048099537746,116.92122210818587
"H,S,R",LightGBM,0.5402703874465475,119.72807796052913
"H,S,G",Linear Regression,0.6273754027952739,97.04318713850743
"H,S,G",Ridge Regression,0.6360913821926033,94.7732714483049
"H,S,G",Lasso Regression,0.6456074067652416,92.29499878368578
"H,S,G",Random Forest,0.6162775958429585,99.93340577941179
"H,S,G",XGBoost,0.5513630076131355,116.83921012207254
"H,S,G",LightGBM,0.5335689978210838,121.47333099103325
"H,S,B",Linear Regression,0.5989022743347475,104.45848702568993
"H,S,B",Ridge Regression,0.605703393052216,102.6872613969967
"H,S,B",Lasso Regression,0.6191480219836627,99.18585636042755
"H,S,B",Random Forest,0.5957030918517086,105.29165495588218
"H,S,B",XGBoost,0.5011417599676962,129.91840556473957
"H,S,B",LightGBM,0.5120778291859129,127.07030852642195
"H,V,R",Linear Regression,0.5597666689599972,114.65063189387767
"H,V,R",Ridge Regression,0.5529465148355674,116.42681494238121
"H,V,R",Lasso Regression,0.5492010907602367,117.40224139619555
"H,V,R",Random Forest,0.5322305287494018,121.8219105147059
"H,V,R",XGBoost,0.43784952647889397,146.40169760971798
"H,V,R",LightGBM,0.5514343518685647,116.82062982978152
"H,V,G",Linear Regression,0.5589613998109982,114.86034935565928
"H,V,G",Ridge Regression,0.5493377671494961,117.36664655753
"H,V,G",Lasso Regression,0.5559457879160787,115.64570972008791
"H,V,G",Random Forest,0.546505107085757,118.10436050000006
"H,V,G",XGBoost,0.4829918822780591,134.64520564822618
"H,V,G",LightGBM,0.555947164965378,115.64535109305727
"H,V,B",Linear Regression,0.6389292992688476,94.0341884141212
"H,V,B",Ridge Regression,0.6217826343106434,98.49972028942595
"H,V,B",Lasso Regression,0.6102058615873968,101.51467671009605
"H,V,B",Random Forest,0.5877006137446672,107.37575242647067
"H,V,B",XGBoost,0.4999740116262865,130.2225240305526
"H,V,B",LightGBM,0.542972006712509,119.02449117111581
"H,R,G",Linear Regression,0.5815138377449504,108.98698385249133
"H,R,G",Ridge Regression,0.5664599366748468,112.90749406483249
"H,R,G",Lasso Regression,0.5608281794598466,114.3741811097396
"H,R,G",Random Forest,0.5414843696685818,119.4119187352943
"H,R,G",XGBoost,0.41500820219391776,152.35029822198632
"H,R,G",LightGBM,0.5532011349997064,116.36050382813076
"H,R,B",Linear Regression,0.623116152027963,98.15243025445476
"H,R,B",Ridge Regression,0.5988521849212678,104.47153188736151
"H,R,B",Lasso Regression,0.5878125957374652,107.34658878680554
"H,R,B",Random Forest,0.5771683176471545,110.11869422058831
"H,R,B",XGBoost,0.5133679145699165,126.73432963967194
"H,R,B",LightGBM,0.5378984985291649,120.34579257681584
"H,G,B",Linear Regression,0.6323833065696659,95.73897118820356
"H,G,B",Ridge Regression,0.6135606832011486,100.64097544581594
"H,G,B",Lasso Regression,0.5989618263352818,104.44297780816733
"H,G,B",Random Forest,0.5871944696090994,107.50756830882366
"H,G,B",XGBoost,0.5403080538264018,119.71826844828425
"H,G,B",LightGBM,0.5511053296426122,116.90631758546209
"S,V,R",Linear Regression,0.6188224452971468,99.27064678906409
"S,V,R",Ridge Regression,0.6330761751925857,95.55852636534217
"S,V,R",Lasso Regression,0.6370107867078332,94.53382954055984
"S,V,R",Random Forest,0.6077183075191503,102.16251417647071
"S,V,R",XGBoost,0.5169488992889832,125.80172837598884
"S,V,R",LightGBM,0.5711849525692763,111.67695103274269
"S,V,G",Linear Regression,0.6256939494762251,97.48109056820364
"S,V,G",Ridge Regression,0.6323895175372674,95.73735365652215
"S,V,G",Lasso Regression,0.6354877162346892,94.93048508627311
"S,V,G",Random Forest,0.6037937804597335,103.18458469117664
"S,V,G",XGBoost,0.5125217346681323,126.95470155064531
"S,V,G",LightGBM,0.555813721068478,115.68010408885117
"S,V,B",Linear Regression,0.5979408590097737,104.70886987212344
"S,V,B",Ridge Regression,0.6292686761150705,96.5501191058128
"S,V,B",Lasso Regression,0.6335088757594496,95.4458375026098
"S,V,B",Random Forest,0.604583633429583,102.97888208823524
"S,V,B",XGBoost,0.5126987015032017,126.90861381027128
"S,V,B",LightGBM,0.5132009826131165,126.77780398152878
"S,R,G",Linear Regression,0.6279437386142375,96.89517458203387
"S,R,G",Ridge Regression,0.6348269158280295,95.10257833509709
"S,R,G",Lasso Regression,0.6420696525015481,93.2163414745255
"S,R,G",Random Forest,0.6080633223551632,102.07266144117649
"S,R,G",XGBoost,0.5151605621045754,126.2674677323145
"S,R,G",LightGBM,0.5577044707299995,115.18769329629608
"S,R,B",Linear Regression,0.5856012686640927,107.92248803933887
"S,R,B",Ridge Regression,0.6135344571268886,100.64780554198089
"S,R,B",Lasso Regression,0.6197356663685787,99.03281524493468
"S,R,B",Random Forest,0.5905855017156073,106.62443669117648
"S,R,B",XGBoost,0.47461841161406226,136.82592127124394
"S,R,B",LightGBM,0.49505482480317475,131.5036352911231
"S,G,B",Linear Regression,0.6122525471752966,100.98165528850932
"S,G,B",Ridge Regression,0.6339283282447248,95.33659885779241
"S,G,B",Lasso Regression,0.6393978762470138,93.91215620335979
"S,G,B",Random Forest,0.6043368252870782,103.04315870588223
"S,G,B",XGBoost,0.48789481491195863,133.36832749072335
"S,G,B",LightGBM,0.47186551861978465,137.542861355232
"V,R,G",Linear Regression,0.552103257462744,116.6464257347194
"V,R,G",Ridge Regression,0.6085215419066328,101.95332663070678
"V,R,G",Lasso Regression,0.5959147409515854,105.23653486085594
"V,R,G",Random Forest,0.5392522385579274,119.99323601470596
"V,R,G",XGBoost,0.49377293759757557,131.83747911387823
"V,R,G",LightGBM,0.5783122277120019,109.82078399317619
"V,R,B",Linear Regression,0.6415776761309271,93.34446762443628
"V,R,B",Ridge Regression,0.6812011088729941,83.02527713754023
"V,R,B",Lasso Regression,0.6682848639558251,86.38907432652447
"V,R,B",Random Forest,0.5883964954689798,107.19452289705873
"V,R,B",XGBoost,0.5185195833379759,125.39267275474086
"V,R,B",LightGBM,0.5281039834736614,122.89659293887553
"V,G,B",Linear Regression,0.6549795016969169,89.85420993303799
"V,G,B",Ridge Regression,0.6758541151760606,84.41780278896644
"V,G,B",Lasso Regression,0.6642141457832085,87.44921761383492
"V,G,B",Random Forest,0.5929897119957396,105.99830457352937
"V,G,B",XGBoost,0.5141017094860815,126.5432263203933
"V,G,B",LightGBM,0.5134073214314088,126.724066851163
"R,G,B",Linear Regression,0.6774858445062852,83.99284905284641
"R,G,B",Ridge Regression,0.6842162942716501,82.24002784617824
"R,G,B",Lasso Regression,0.6740239409184984,84.89443783749792
"R,G,B",Random Forest,0.5905577644920574,106.63166033823533
