Label,R_Mean,R_Std,G_Mean,G_Std,B_Mean,B_Std,H_Mean,H_Std,S_Mean,S_Std,V_Mean,V_Std,L_Mean,L_Std,A_Mean,A_Std,B_Lab_Mean,B_Lab_Std
0_10_1,202.0490526279224,60.442954251687674,206.20509437302783,53.342375652642254,195.74596090836562,71.01788371652543,51.57371270797476,55.89334256717667,25.159236723680436,46.481583228727736,206.92564639136904,53.50232722792155,208.50068561074656,53.24709693442845,124.50828240417026,6.955935258606428,133.2570834677998,10.639158784237924
0_10_2,196.950389392391,55.41637802654296,200.488837044607,48.64446512830208,191.1504679432014,65.58479259857052,68.1507356994944,58.21763070054863,23.816708687428285,44.7043458098642,201.62473807058592,48.97728818248016,203.66509772348323,48.872054785472535,124.91150758166596,6.709653170224668,132.7449658567305,10.301392907328735
0_10_3,194.80136774777682,62.14389652573891,200.1167532854633,54.01309988464201,186.3288651256813,74.8982896619654,60.87521178463856,56.328986607440974,32.262281267928856,52.696085305248076,201.0418223115677,54.296912956489514,202.4698685366466,54.266570841463015,123.51343174035428,7.97880937568591,134.90455779591582,12.549678553302307
0_10_4,189.4259850787077,49.015872724918175,193.30328238175917,42.01821225755093,183.16231533275962,60.36006655516866,80.35750350733291,52.690730912698086,25.003259130271086,45.18182652184783,194.68027483819205,42.676495292798194,197.2233251084696,42.95463239825632,124.67957062625503,7.067848453981402,133.09059099119693,11.115503806905853
0_10_5,194.5856006615749,55.89999856959641,198.82922947369838,48.44254406332941,187.5813501774957,67.66734683398464,69.88105513572145,57.609481150509744,27.171411539013196,48.58334191191046,199.99540365703888,48.81152369843682,201.93390223841797,48.75441266823656,124.3499824633355,7.42767991876589,133.6583692470776,11.56443582399571
0_10_6,212.91870052755667,52.529004458318006,216.19372848537006,45.87692398970269,205.96798292500358,65.6790163594727,42.815574126864604,55.54578697107086,21.996538777879376,48.336765583491285,216.85318948786218,45.86743157549027,218.26017613982717,45.587756446621924,125.03786955859151,7.034204579647002,133.08056651830537,11.953433153727783
0_10_7,208.86615575023308,59.073678321992745,212.9586326892391,51.60387388366289,201.8756528345525,71.58802771295852,45.676509161646585,55.53813552241005,25.579345955249572,50.7164072278745,213.58456353315046,51.676162391931804,214.7910866120733,51.55562267706972,124.50430578340146,7.3832816699240755,133.5449903408276,11.815929408191769
0_10_8,208.7253237279475,53.146827400599065,212.3618827430257,45.91222663872132,201.32935889764414,66.91268330772704,51.85954375537866,57.979135181532726,24.363982268359152,51.025836790418325,213.13966149194994,46.02438857316976,214.65503739287507,46.0264521001811,124.75476504231212,7.41967712966123,133.488239117183,12.509287013806368
0_10_9,212.14130041370842,54.771273072223046,216.0130783737629,47.23696929128137,204.5881010089465,68.86618052894056,42.36207441372633,55.00698097750497,24.454802188665376,51.33240792851738,216.61101341750933,47.256599205066195,217.86537713353414,47.103931903850885,124.61332164595883,7.548036730392345,133.65721860656913,12.651853564546823
0_10_10,207.23283407065765,51.310286650622814,211.22825195872778,43.87335124522752,198.49350056475905,67.45314032758955,55.66081558376363,56.930033628306674,26.888598758874785,54.49194774565557,212.0798900960987,44.00257865987983,213.59173827004446,44.04086340841574,124.39994514889918,7.863540567919895,134.27661101997276,13.873385900576476
